0.0,0.4
-0.00010030657722381875
-0.00012059174332534894
-0.0001083077586372383
-9.993604908231646e-05
-0.00012006774340989068
-0.0001088266508304514
-0.0001197197925648652
-9.82739802566357e-05
-0.00010589863086352125
-0.00011018112854799256
-0.00010350097727496177
-0.00012061554298270494
-9.911598317557946e-05
-0.00010051530261989683
-0.00012030021025566384
-0.00010913641017396003
-0.00012027726188534871
-0.00010837599984370172
-0.00010443785140523687
-0.00011672537220874801
-0.0001032244399539195
-0.0001182351988973096
-0.00010865982039831579
-0.00010847183875739574
-0.00012027014599880204
-0.00010694839875213802
-0.00012031007645418867
-0.00010130566806765273
-0.00010139640653505921
-0.0001168627932202071
-0.00010540799121372402
-0.00011036149953724816
-0.00010631205077515915
-0.00010648647003108636
-0.00011949257168453187
-0.00010387160000391304
-0.00011379873467376456
-0.0001068317869794555
-0.00010439207835588604
-0.000118857657071203
-0.00010741798905655742
-0.00011455227650003508
-0.00010477135219844058
-0.00010617139923851937
-0.00011815093603217974
-0.00010108050628332421
-0.00011756034655263647
-0.00010205071157542989
-0.00010909332195296884
-0.00011935846123378724
