0.0,1.2
-7.710266072535887e-05
-6.70004083076492e-05
-6.254944310057908e-05
-7.867776730563492e-05
-6.789941835450009e-05
-7.899018964963034e-05
-6.737420335412025e-05
-6.361412670230493e-05
-7.244916196214035e-05
-6.576668965863064e-05
-7.734657992841676e-05
-6.54701070743613e-05
-6.21896906523034e-05
-7.865378574933857e-05
-6.501802999991924e-05
-7.8903729445301e-05
-6.76481649861671e-05
-6.800923438277096e-05
-7.53027998143807e-05
-6.446523912018165e-05
-7.890820415923372e-05
-6.417695840355009e-05
-6.328614836093038e-05
-7.752039527986199e-05
-6.733632471878082e-05
-7.866424857638776e-05
-6.306573050096631e-05
-6.618079351028427e-05
-7.251949136843905e-05
-6.160674092825502e-05
-7.494106830563396e-05
-6.680821388727054e-05
-6.348601164063439e-05
-7.772885874146596e-05
-6.0330705309752375e-05
-7.826866931281984e-05
-6.508552905870602e-05
-6.699108052998781e-05
-7.834112329874188e-05
-6.656273762928322e-05
-7.329467916861176e-05
-6.672791641904041e-05
-5.57872663193848e-05
-6.798433605581522e-05
-6.557306187460199e-05
-7.803658809280023e-05
-5.5906868510646746e-05
