0.0,0.8
-4.611796248354949e-05
-5.796437835670076e-05
-4.342279862612486e-05
-5.806271292385645e-05
-4.4279720896156505e-05
-4.642602289095521e-05
-5.426445932243951e-05
-4.541339512798004e-05
-5.778922059107572e-05
-4.618579623638652e-05
-4.667130997404456e-05
-5.715587758459151e-05
-4.583684494718909e-05
-5.7379606005270034e-05
-4.4246033212402835e-05
-4.555031773634255e-05
-5.690177931683138e-05
-4.542810347629711e-05
-5.726241579395719e-05
-4.629237810149789e-05
-4.588596857502125e-05
-5.7180037401849404e-05
-4.600565443979576e-05
-5.712190977646969e-05
-4.55941008112859e-05
-4.490805440582335e-05
-5.6528693676227704e-05
-4.61684976471588e-05
-5.728573160013184e-05
-4.608194649335928e-05
-4.582147448672913e-05
-5.743040674133226e-05
-4.629518662113696e-05
-5.745462840422988e-05
-4.601669206749648e-05
-4.59469374618493e-05
-5.767482434748672e-05
-4.619860555976629e-05
-5.76523452764377e-05
-4.6147066314006224e-05
-4.6559576730942354e-05
-5.7618264690972865e-05
-4.625754081644118e-05
-5.812597373733297e-05
-4.628343231161125e-05
-4.5697655878029764e-05
