0.51,0.8
-2.2912323402124457e-05
-2.459644565533381e-05
-3.550449400790967e-05
-2.280267290188931e-05
-3.306504004285671e-05
-2.2752685254090466e-05
-2.318314727745019e-05
-3.386148819117807e-05
-2.1948671928839758e-05
-3.353865031385794e-05
-2.3016566046862863e-05
-2.3699833036516793e-05
-3.284837293904275e-05
-2.2730851924279705e-05
-3.232579547329806e-05
-2.0544186554616317e-05
-2.2595457267016172e-05
-3.436268161749467e-05
-2.297809623996727e-05
-3.44570871675387e-05
-2.293803663633298e-05
-2.4908895284170285e-05
-3.4090269764419645e-05
-2.312909964530263e-05
-3.4005359339062124e-05
-2.2823771359981038e-05
-2.2640746465185657e-05
-3.472518437774852e-05
-2.2881040422362275e-05
-3.375854066689499e-05
-2.335784665774554e-05
-2.1783564079669304e-05
-3.4306511224713176e-05
-2.0666215277742594e-05
-3.2767966331448406e-05
-2.2479433027911e-05
-2.0542440324788913e-05
-3.205205575795844e-05
-2.283144203829579e-05
-3.4826338378479704e-05
-2.3146594685385935e-05
-2.2224714484764263e-05
-3.398438639123924e-05
-2.2881393306306563e-05
-3.276208008173853e-05
-2.0624489479814656e-05
