0.51,1.2
6.303363625193015e-05
5.3385392675409093e-05
6.790983024984598e-05
5.37853229616303e-05
4.472996079130098e-05
6.120606849435717e-05
4.266047471901402e-05
5.540578786167316e-05
5.91503776377067e-05
4.5345052058110014e-05
5.9509438870009035e-05
5.6471824791515246e-05
5.404775220085867e-05
6.876565021229908e-05
5.708794924430549e-05
5.650416642311029e-05
4.1851057176245376e-05
5.4370764701161534e-05
5.2878924179822206e-05
5.709825927624479e-05
6.779977411497384e-05
5.394938125391491e-05
6.24161257292144e-05
6.621812644880265e-05
5.082641291664913e-05
5.782375228591263e-05
5.142149166204035e-05
6.597596075152978e-05
6.028533971402794e-05
5.548286935663782e-05
6.486994971055537e-05
4.381484177429229e-05
6.140447658253834e-05
5.373793828766793e-05
4.462682409211993e-05
5.28682503500022e-05
4.7171979531412944e-05
5.6426179071422666e-05
6.781237607356161e-05
5.6648666941327974e-05
6.444918108172715e-05
4.7917692427290604e-05
6.724629201926291e-05
5.362560841604136e-05
5.355151370167732e-05
6.27731133135967e-05
5.386161137721501e-05
