0.51,1.2
5.389939542510547e-05
6.550276157213375e-05
4.905572859570384e-05
6.061570820747875e-05
6.488762301160023e-05
4.399953832034953e-05
5.999864879413508e-05
4.723072925116867e-05
6.52171511319466e-05
5.981561480439268e-05
5.1680086471606046e-05
6.556712469318882e-05
4.901995635009371e-05
6.471099186455831e-05
5.607795901596546e-05
4.409561734064482e-05
5.684842835762538e-05
5.419744775281288e-05
6.480395677499473e-05
6.514839333249256e-05
4.4000269554089755e-05
5.707705349777825e-05
5.3993378969607875e-05
6.100071550463326e-05
5.8594469010131434e-05
4.9875412514666095e-05
6.527865480165929e-05
5.282460915623233e-05
6.41161750536412e-05
5.900883843423799e-05
5.30376382812392e-05
6.587322423001751e-05
5.385062104323879e-05
6.307103467406705e-05
6.462025339715183e-05
5.310922642820515e-05
6.504872726509348e-05
5.413460894487798e-05
5.5715030612191185e-05
6.499770825030282e-05
4.883286965196021e-05
6.568545359186828e-05
5.435310959001072e-05
6.591183773707598e-05
6.576171290362254e-05
5.339965355233289e-05
5.617521674139425e-05
